src,trg
"Vomiting, diarrhea, achey, dizzy and washy fever have kept rising and is now at 103. 4 any advice?","Infection. seem you have an infectious gastroenteritis, flu or even coronavirus. Take tylenol, stay hydrated, get tests ordered by a physician. .
"
"Are children with a respiratory pathology at greater danger for Covid - 19 (since there be so petty case of child get the computer virus, but still their natural story could be an issue )?","Be very cautious . There is not a lot of information on children with COVID-19 but definitely would try to protect this child especially and consult the doctor ASAP if child develops fever and shortness of breath.
"
What symptoms should I look out for in the novel coronavirus pandemic?,"Brief opinion: Symptoms   The symptom of COVID-19 begins with mild flu-like symptoms such as fatigue, sore throat and sneeze, followed by fever, dry cough.   In severe cases, the cough can progress to productive cough, persistent and followed by shortness of breath. Some patients may also experience GI symptoms such as nausea vomiting and diarrhea.   Would you like to video or text chat with me?         
"
Is the cough of a affected role with Covid - 19 any dissimilar sounding than a cough of a patient with a frigidness?,"Brief opinion: Cough of COVID-19   In COVID-19, cough is usually dry, persistent (initially not much different from a cold), then turns into wet with mucus and high fever (pneumonia).   In severe cases, severe shortness of breath and oxygen desaturation can develop after the pneumonia (severe respiratory distress syndrome).   Would you like to video or text chat with me?         
"
Can a coolheaded mist vaporizer assistance with the Corona virus since it doesn ’ t similar humidness?,"Not particularly. The facts are your nose & upper airway add humidity to the air you breathe to the point it reaches ~100% at the level of air exchange. Vaporizers help loosen thicker mucus in the upper airways so you can cough it up, but it would not have any effect on the deep airways or any germs that reach them. .
"
"Low rank fevers ninety nine. 8, unremitting trigger points that are tender to touch in trapezius muscle and muscles feel warm to impact, pointer finger, and middle finger on right hand are very sore, sore to open up and close hand in those fingerbreadth, whats wrong?","Brief opinion: Systemic infection   Fever and muscle pains could indicate systemic infection, likely viral, deoendiing on your travel history.  Right hand joint pains, if previously injured or arthritic, could be flared up by systemic infection.Call your local Nurse or Doctor to get screened telephonically for Influenza & Corona viruses & Malaria.Colchicine and Panado may help if gouty joint pains.  Would you like to video or text chat with me?         
"
"If you feel not quite advantageously 3 or 4 evenings in a rowing, no fever, pocket size ironical cough, little stuffy, maybe scratchy throat very minor, just punk feeling in general and even alone (sense fine during the day) could that be a mild case of Coronavirus? Thanks.","Brief opinion: Viral syndrome   You're symptoms are likely viral syndrome; could be the flu, however, given the current COVID outbreak, it may very well be corona virus.    Please follow CDC guidelines for self quarantine.  Wash your hands frequently with soap and water.   Keep hydrated. Take tylenol for fever/pain.  Would you like to video or text chat with me?         
"
"Pain in good arm, from shoulder to finger. For a calendar month now. atomic number 93 gave Chlorzoxazone 500 mg. It follow well bt aftr I stopped taking med, started paining again, a little numb too. history of inveterate neck and shoulder pain sensation. cant go to doc now. (covid )?","Brief opinion: Likely nerve pain   this diagnosis would require a visit and imaging but the most likely cause is either pressure on a nerve in your neck or referred pain from the neck and shoulder with symptoms felt at the shoulder/shoulder blade.    Try to use the chlorzoxazone or an NSAID (ibuprofen or naproxen) or a combo of both and also try ice for pain, heat for stiffness or spasms.  It doesn't sound at all like COVID-19.  Would you like to video or text chat with me?         
"
Where can Iodine mother tested for COVID19? And will discovery pay for the test?,"Brief opinion: Consult first   BEtter to consult either telephonically or virtually.   Lancet and ampath are doing tests. Discovery will pay if it is positive. Gift of the givers are also doing drive through testing for R750.00 - at least in pietermaritzburg. Discovery have a covid fund.  Would you like to video or text chat with me?         
"
"I ’ m lapidify of dying from coronavirus, because of my diabetes, just don ’ t bang what I put up do?","Isolation. . The virus is spread by respiratory route,  it can live on surfaces for up,to 72 hours. SO:Social isolation (keep 6 feet from others)Wear disposable,gloves when coming in contact with surfaces outside your home for several weeksStay healthy, eat right, get exercise, proper sleepDiscuss your fears with others to get a realistic view of this illness and it’s risks.Don’t panic..
"
Suffice you get any melodic theme how long novel coronavirus stick around on cash money?,"Uncertain. The exact amount of time would depend on the inoculum or how much virus was deposited and whether the cash were dry or moist . The limited studies suggest that the virus does not live very long on cardboard - about 4 hrs or so, so I suspect paper may be similar. If it were moist or wet, it may last longer. Heat may inactivate the virus, so consider setting the money in the sun or put in a drier.
"
"If One breathe in enough Lysol, will information technology maintain me from getting sick from novel coronavirus?","Brief opinion: Um, no   Inhaling Lysol can be deleterious to your health, more than COVID-19 itself.   Burning your pulmonary tissues may actually make you more susceptible to getting sick from the virus. Be rational.  Would you like to video or text chat with me?         
"
Follow corno virus 19 hind end stay on alloy and plastic what about the sole of shoes? Would it be nessasary or good idea to take shoes off at threshold at home and nebuliser with lysol?,"Brief opinion: Great Question   Not sure if you need to worry about your shoes, but it won't hurt.   In my house, we take off shoes and outside clothes at the door after we enter. The clothes go immediately into the laundry, we wash our hands with soap and water, then put on ""house clothes"". Different from ""public"" clothes. We try to prevent the potential introduction of the virus into out home. Once inside, everything is clean.  Would you like to video or text chat with me?         
"
Are viruses and bacterias live creatures?,"Yes, but... Bacteria are living creatures, like the rest of us. Viruses are missing some parts so are not living unless they are inside another living creature. Viruses that are by themselves are dormant like seeds or spores, waiting to be reactivated. In a general sense, it is fine to think of viruses as living things, but technically speaking, they are not independently living when alone.
"
"Be rinse with Listerine effective against aureole virus stimulate sore pharynx? Will information technology kill the virus? How astir with miscellanea of warm water and salt, will this also kill virus!","Gargling. You can't be sure but it may help if you do those things as well as using zinc lozenges at the first sign of any throat discomfort and stay hydrated also. I recommend them. At least it'll do no harm.
"
twenty one calendar month old has a fever 38. 7 and dry cough?,"Contact doctor. Was he/she exposed to coronavirus or flu or other illness?He/she may need to be examined and/or tested. Please call his/her doctor to discuss and possibly be examined for proper diagnosis and treatment.
"
"I have all the symptoms except fever, I went to Medicross and Dr said I can get tested if I require to I ' m not sure if 1 should. She gave me antibiotics Klacid XL 500mg, she articulate I can take it if I feel worse Single ' mib worried it bequeath make immune organization bad?","Brief opinion: Antibiotic   I don't recommend antibiotics for a simple viral upper respiratory tract infection unless examination revealed signs of acute bronchitis or sinusitis.   They are not effective for viral infections like coVid 19 with no bacterial lung involvement either. If you've been exposed to someone with coVid 19 or or if you or someone you were exposed to travelled to a region where it was endemic, get tested  Would you like to video or text chat with me?         
"
"I have pain / discomfort in my lungs. I assume ' t experience simultaneous on both lungs and it not constantly at the hame position. I don ' t have a head nor do I have high temperature. 1 sneeze and cough perhaps at one time a day. Do I have corona, should I get tested?","Exam needed. You are assuming that the discomfort is coming from both lungs, but pain of pleurisy or pneumonia wouldn't come and go In different sites. I doubt your symptoms are lung related, but fever, chills, sweats, worse cough, shortness of breath, wheezing, warrant testing.. If you've been exposed to someone with covid, or if you or someone you were exposed to  travelled to an affected region, get tested.
"
I travelled to Mauritius and do non hold symptoms. Should I nonplus test for covid19?,"Self Quarantine . Suggest Self Quarantine for 14 days . If symptomatic , contact your Primary Care Physician or use this platform.
"
Single have a teetotal cough and a sore throat. I do not sustain a fever and a svelte headache (could be I need more than water) I am 4 months pregnant and non sure If I should be tested for Saint ulmo's light?,"Socially isolate. get pleanty of fluids and rest and avoid others call dr if fever or difficulty breathing.
"
"I went to the Dr for a cough and fever on march 5. They diagnosed me with bronchitis. I equal not doing any better, so 1 returned to the Dr on march 15. They sent me to the emergency room to get test for covid. At the erbium they ran a number of tests include a covid mt","Brief opinion: Question   You have not posted a question.  Would you like to video or text chat with me?        
"
"What ’ s worse with the coronavirus, type 1 or type 2 diabetes?","Diabetes. My answer would be controlled or not. Type 1 or 2 if managed well and treated can still maintain good immunity. If either are out of control then infections of any type more likely. .
"
"But found out that my MD tested positive for Covid - 19. I had direct interaction with him. He has no symptoms, he was test because he traveled in February to Switzerland. Should I be examine. I ’ m 67, or waiting to see if I modernise any symptom.?","Per RSA NICD: Self-isolate for 14 days.Seek testing if sick.Call 0800 029 999 for test information.Seek consultation if sick, preferably by phone or telemedicine.Seek care right away if difficulty breathing, other severe symptoms.Good luck, from the United States!
"
Hi. My children and husband were at the doctor yesterday and atomic number 2 has now informed us he has try out positive for covid19. Atomic number 2 has come dwelling house to my 2 babies and mom. How farsighted before we can fit for a mental testing?,"Brief opinion: Incubation period   2-14 days(time from exposure to time of getting illness).  I am unclear if the doctor is positive or your husband is?You should isolate yourselves at home for 14 days.If your husband is positive,he should be in his own room and own bathroom,if possible.Testing only recommended if there are symptoms(fever or cough or shortness of breath)and then you should be tested.Good hand washing/no touching face  Would you like to video or text chat with me?         
"
"We go to bali via capital of singapore, on my 2nd day in bali (17 March) I started feeling a bit grim?","Monitor temp. Most cases of COVID-19 are associated with symptoms, but not all. Your symptoms may be related to coronavirus infection or another infection. I would recommend that you be tested for Coronavirus and then stay inside, avoiding contact with others while awaiting your test results. Use good hand washing, disinfect surfaces and drink fluids.
"
Be covering sassing and nose by mask sufficient to avoid corona exposure? Fundament It not be beam done eyes and ears?,"Eyes, nose, mouth. Not ears.  See https://www.healthtap.com/blog/covid-19-care-guidelines/preventing-covid-19.
"
"I have scratchy throat, phlegm, release of appetite, fatigue. 1 comprise pharmacist in research adeptness. My son had 3rd contact. He has flu symptom. He was quarantine. We are waiting for the result for his contact. Do I need to test myself?","Brief opinion: Cluster cases   I would recommend staying at home, rest, drink fluids and monitoring your temperature.   You may have COVID-19 or another illness. If you are otherwise healthy, await test results. Keep utensils, linens separate and washed. Use good hand washing and disinfect surfaces. If the test is positive, please have screening of all family members in your home. Avoid contact with others.   Would you like to video or text chat with me?         
"
"Can animal by product spread coronavirus? Do Ane have to interest astir milk, eggs, or fruits?","Brief opinion: No   we have no evidence of any concern with such spread.   It may be worth wiping all packages that come i nto the house with lysol wipes   Would you like to video or text chat with me?         
"
Why are then many people with diabetes dying from the coronavirus? It ’ s truly frighten me.,"Brief opinion: Immunocompromised    body is busy dealing with diabetes, not as much resiliancy remaining to fight viral symptoms, and subsequent opportunistic infections  Would you like to video or text chat with me?         
"
I ' m just a minute concerned as I have a sore throat and coughing a little minute as a result of my sore throat. My upper eubstance is also aching a bit. Is this a grounds for vexation?,"Possible virus. This is likely a viral infection. If you have a fever and/or the cough or sore throat get worse, you should be examined by your doctor. If you've been exposed to a particular illness, such as strep or the flu or coronavirus, you may need to be tested.For now, rest, drink fluids, take acetaminophen or ibuprofen as needed if you have no medical contraindication.
"
Will Lysol rub kill coronavirus? How long pot coronavirus alive on household surfaces?,"Brief opinion: Several days   Lysol should  be good.    Seehttps://www.wired.com/story/coronavirus-disinfectant-cleaning-guide/  Would you like to video or text chat with me?         
"
Can I get coronavirus on public transferral from someone who receive information technology? How long do germs on public transportation last?,"Brief opinion: Coronavirus lives   New coronavirus may live on surfaces for a few hours or a few days depending on the type of surface, temperature or humidity.   One report indicated that new coronavirus can survive on hard surfaces for up to 72 hours and on cardboard for up to 24 hours.   Would you like to video or text chat with me?         
"
Is information technology necessary to get tested for the corona virus if you arrive rearward in Southward Africa after natter Zimbabwe and Victoria falls as part of a grouping?,"Brief opinion: It depends.   If the visited place has a high rate of coronavirus infections to take some precautions is important such as if you develop fever or cough or any other coronavirus infection symptoms.   To be tested is desired but will you be able to get tested? In some places testing kits are reserved to very sick and hospitalized patient. Self quarantine in cooperation with your doctor is the way to go.  Would you like to video or text chat with me?         
"
Hi. This COVID - nineteen outbreak is scary. I got screened this week and it was negative. But prior to screening I had a week of uninterrupted dry coughs and also throat was sore. I ' ve set myself in a quarantine. What side by side? Exercise I withal need to screen over again?,"Screening test if. If you develop symptoms of dry cough, fever and/or shortness of breath, consider re testing since the test may convert to a positive test if infected. Other causes should be considered including an allergic reaction. Try one dose of an antihistamine and gauge improvement. Stay at home for three days if there is no fever. .
"
"Be it true (or a myth) that coronavirus will not survive hotter climate. As summer attack, is it expected to reduce in tropical summers at least.","Brief opinion: Coronavirus.    Yes, according to previous knowledge, most virus including coronavirus likely will not survive hotter climates.   I would expect or hope this will die down in summer time. Nevertheless, this is new coronavirus, let's wait and see. I also think that with strong human intervention, the virus may reduce or be eliminated before summer.   Would you like to video or text chat with me?         
"
I heard sensation inhibitors might exacerbate coronavirus. Unity also heard NSAIDs might dress the like. Does this mean any unwashed meds could have an unexpected effect during coronavirus?,"Brief opinion: Coronavirus and ACEI.   Recent publications including the one from the lancet showed COVID-19 binds to ACE-2 receptor on target cells for entrance.   The expression of ACE-2 receptor is substantially increased in patients with diabetes who were treated with ACE inhibitors or ARB. NSAIDS has the similar effect. All medications can have some unexpected side effects.    Would you like to video or text chat with me?         
"
"I get feature mild chest pain for over a week. it now seems more persistent and pronounced. I don ' mt have shortness of breath operating theatre any other COVID - 19 symptom, except some fatigue. 1 have been traveling a lot in high risk areas. Should One get tested?","Brief opinion: Yes   I would advise screening due to your exposure.   Fever is very commonly associated with COVID-19. Stay at home, rest, drink fluids and monitor your temperature. Arrange the testing which also  may include a chest image with your PCP.  Since your have been traveling, a pulmonary embolism is another possible cause of your shortness of breath.   Would you like to video or text chat with me?         
"
Ons het teruggekom vanaf oostenryk op octonary Maart. . reeds long dozen dae gelede. Het tans seer keel maar ook nasale trickle. wat staan my te doen?,"Brief opinion: COVID19   even though your have no fever or shortness of breath, your travel history fits criteria to be tested.   I suggest you get tested for COVID19 - speak with your GP to advise further, self isolate in the meanwhile  Would you like to video or text chat with me?         
"
"I have gruffness of breath and are worried, I don ’ thyroxin have a coughing or sore throat, so they will not test me, should I do a secret trial run?","Shortness of breath. Covid testing is hard to come by. At 37 you are in a lower risk group.  And I doubt you could get a test. Keep isolated for two weeks. I know we have been ordering tests through HealthTap, but that does not lead to getting the test done, due to shortages. (3/21/20)
"
How do you get HPV on the cervix uteri? Be it from skin to skin contact during social intercourse from a partner ’ s genital adjoin the cervix? Thank you,"Brief opinion: Basically the HPV virus is transferred within fluids generated during intercourse.   A mechanical skin contact appears to be part of the process but defining the exact amount of contact required is difficult. The genital strains of HPV are specific to those locations. There are other HPV strains that cause things like skin warts but these are different.  Would you like to video or text chat with me?         
"
My 2year old Son has had a dry cough and a runny nozzle since th. Atomic number 2 ' s not lecture yet so it is hard to tell if he has any trouble breathing so I ' m occupy. He does not take temperature?,"Brief opinion: Observatn is enough.   By looking at your child you'll know if he is having breathing difficulties.   Cough with a runny nose is common in children. You should be concerned only if he is refusing to play and eat, or if he develops breathing difficulties. Having a fever doesn't mean he has the Coronavirus. He is more likely to be infected with any of the common infections in your area of Gauteng.  Would you like to video or text chat with me?         
"
Rump I test? No known contact with Corona but been in contact with with Congo dr friend 7march. She is still healthy at once. I have Slight Sore throat wed 11 & 12 March. sputum and red eye. Temp seemed all right. Got thermometer. okeh. 19 felt well but coughing,"Brief opinion: Per RSA NICD:   Seek care right away if difficulty breathing, other severe symptoms.  Seek testing if sick, PLUS known COVID-19 contact, or travel to high risk country, or been in facility treating people with COVID-19, or severe pneumonia of unknown cause.Call 0800 029 999 for test. If sick or possibly exposed (not both), stay home.Seek consultation if sick.If known exposure & not sick, self-isolate 14 days.  Would you like to video or text chat with me?         
"
"Single ’ chiliad so Scared that I will die if 1 catch the coronavirus, due to type1 diabetes?","Coronavirus. Stay calm. Most people with coronavirus infection only get mild respiratory symptoms, especially among younger patients. Diabetes and use of ACEI or ARB may increase your risk of infection. Practicing common sense of prevention is critical during this outbreak crisis. Avoid risk exposure, wash hand, wear mask as needed. Get tested if you develop symptoms. Effect drugs are coming. .
"
A two year complaining that his head is sore. We give him panado in the morning and at midday. He dismiss ' t sleep he keeps waking upward crying its painful. Should I take him to a Dr or hospital?,"Brief opinion: Fever?   Start by call Pediatrician ASAP.   if high fe ver or projectie vomiting take to ER .  take to ER  if inconsolable and cannot get pedicatrician IF mild respiratory or GI symptoms likely virus and want to make sure adequately hydrated and may just watch, isolate from contact , and give chicken soup . work on soothing and disstraction Keep in touch with pediatrician.   Would you like to video or text chat with me?         
"
Unity have covid 19 symptoms?,"Brief opinion: Can talk with doctor   Doctors can give you the up-to-date information.   Video consultations available (start over and click on Talk-to-Doctor). We have informational posts on our Healthtap.com/blog. As the US president has given mistaken information at various times during this pandemic, be sure to check with doctors and the CDC website. People usually should not be tested without symptoms or direct exposure. (3/21/20)  Would you like to video or text chat with me?         
"
"I ' ve been in liaison with a possible covid - 19 casing world health organization is wait on results. My brother seems to be I ' ll with Corona symptoms and I ' d like to get advice on how to help him, as his condom will ensure my safety and preclude the spread of the virus.","Stay home. Family members should stay home and avoid contact with your brother. Keep linens, bath area and utensils separated. He should monitor his temperature, drink fluids, rest and your family should be screened for Coronavirus.
"
"I have balmy botheration in my chest but Single am non coughing, I just feel a tingling sensation on my thought. I have no fever, no ache should 1 be worried astir COVID xix?","Probably. We should all be cautious , not worried about Covid-19. It is prudent for us all to be socially isolating, washing our hands, supplementing with vits. D and C and working on making the best of it.  BE grateful for the things that are going well in your life, reach out with verbal and video support for ALL the loved ones and even people you just know are isolated with support. Don't bother to worry.
"
"Swollen tonsils, cough, and feel more or less febrile.","Coronavirus possible. Seek care right away if difficulty breathing, other severe symptoms.Seek testing if sick, PLUS known COVID-19 contact, or travel to high risk country, or been in facility treating people with COVID-19, or severe pneumonia of unknown cause.Call 0800 029 999 for test. If sick or possibly exposed (not both), stay home.Seek consultation if sick.If known exposure & not sick, self-isolate 14 days.
"
I take a sore throat and a bit of a coughing. This break of day single cough upwardly mucous secretion with what look like lineage. Is this a sign of covid 19?,"Brief opinion: Source of bleeding   There are many causes of the small amount of blood in your sputum. You may have a nasal or upper airway source.    Strep infection, influenza are possible causes. COVID-19 typically is associated with fever, dry cough and/or shortness of breath.. Please contact your PCP for an evaluation, possible chest image and evaluation of the source of the bleeding.   Would you like to video or text chat with me?         
"
"Symptom include botheration in the throat, ironical cough, fuss breathing properly, headache. However not truly a mansion of a feverishness. Temperature represent about 35 degrees. Should I get test?","Brief opinion: Many causes.   Most cases of COVID-19 with symptoms are associated with fever, however milder cases do occur. Your shortness of breath and difficulty breathing may have a number of causes and should be evaluated.   Please call your PCP. Avoid dust, mold, smoke, animal dander, pollen. Your symptoms also are consistent with an allergic reaction.  Would you like to video or text chat with me?         
"
Unity am 63 aliveness in Jhb and have had a tight chest and sore throat and wet cough for more than a hebdomad?,"Brief opinion: Flu like sx.   Stay at home, monitor your temperature, drink fluids and rest.   If your cough is associated with fever and/or does not begin to improve, please see your PCP.  You may have bacterial bronchitis -avoid smoke, dust, mold, animal dander and pollen. Influenza and COVID are associated with fever. The cough with COVID is typically dry. If you have underlying lung disease, test for CoV/flu.  Would you like to video or text chat with me?         
"
Chronic sore pharynx for 4 calendar month. Not strep. No fever. Bloody green phlegm for a while. Sinus congestion and press sometimes. Bad breath in book binding of throat sometimes. Maybe military post nasal drip. ii wks. Of amoxicillin didn ’ liothyronine help. Is this mild COVID - 19?,"Bacterial likely. Use nasal saline rinses, a nasal steroid and discuss the use of Augmentin for 10 days with your PCP. It is more likely that you have a bacterial infection. An examination of your mouth or uploaded photo to a HT virtual consultation is important. Avoid smoke and if you are a smoker, please consider a biopsy of the area. .
"
"Been sneezing / stuffy nose and little sore throat since returning from France, temperature is okay, not cough or gamey fever symptoms, should I be alarmed?","Simple Cold but..... Sounds like simple Cold, But under the current health challenges of the world, it's best to be preemptive. And because Covid-19 is an infectious disease mostly transmitted through respiratory fluid droplets, One should first follow the WHO/CDC  current guidelines on hygiene. Then gargle with salt-water or vinegar-water after each meal/bedtime plus take Aleve or Ibuprofen for soreness/fever...   .
"
Can Iodin go for Coronavirus testing if my olfactory organ is block and Ace have journey from a high danger country?,"Coronavirus testing. Yes, get tested if symptomatic (early symptoms could be mild respiratory symptoms and nonspecific) or self quarantine given your high risk of exposure. .
"
"My pentad yr sometime daughter have just come down with a 39 degree fever, sneezing, fluid nose and cough. Should we obtain her test?","Maybe. Has she been around anyone who has tested positive for COVID-19?  Is she having shortness of breath or labored breathing?  If so, then, yes, consider getting her tested.   If not, it is more likely that she has the flu or some other virus.  If it seems like more than just a regular cold, reach out to her pediatrician for more advice.
"
1 am a quadriplegic and have a tight chest and slight difficultness breathing. Overnight I started feeling like Iodine need to clear my throat. Ane flew home to Joburg from CPT eighter days ago & have been self isolating as a precaution.?,"Brief opinion: Monitor.   Stay at home, monitor your temperature, drink fluids and rest.   Nasal congestion and post nasal drip is not typically associated with COVID-19. Watch for dry cough, fever and if your shortness of breath does not resolve, discuss whether you need an inhaler, chest physiotherapy and/or testing. If you have a trach, watch for signs of infection such as more secretions or a change in color .  Would you like to video or text chat with me?         
"
"Hi I am 39 years old and returned from Germany nineteen days ago. Yesterday I started catch a sore throat, fluid nozzle. Today I have sinus pressure and a headache with a blocked nose, pharynx seems to be improve. Should I generate tested. If so how?","Stay home. Stay at home, rest, drink fluids and monitor your temperature. Your symptoms are more consistent with a cold or sinus infection. Nasal saline and a decongestant may be helpful. If you develop COVID symptoms including dry cough, fever, and/or shortness of breath, testing is indicated. Report fever and shortness of breath to your PCP.
"
"Aloha state I am ixl years sure enough and have flu similar symptoms as of yesterday. Runny nose, sore throat. No pyrexia yet. I returned from Germany 19 days ago. Should One develop test for cov19?","If you get fever yes. but from what we know it may bee a little late to get the chines virus after so many days. Monitor tempreture.
"
If you receive wolf Cyril northcote parkinson white hot syndrome does this make you more of a risk with Covid 19?,"Avoid cold/ice... Though untreated WPW Syndrome can be regarded as pre-existing chronic condition, there is no current evidence that one is more susceptible to Covid-19, an infectious disease mostly transmitted through Respiratory Fluid Droplets. Best to follow WHO/CDC guideline on hygiene. Plus avoid cold/ice  drinks/foods. Drink warm water/tea, even chicken soup. Aleve or ibuprofen can be helpful for fever/soreness.
"
Criteria for COVID test?,"Real vs. textbook. Real-life criteria is different because we don't have enough tests, supplies, or medical staff around the world at this time (March 2020). Textbook criteria are  suspected COVID in hospitalized persons or in those with underlying medical conditions; or persons who got symptoms less than 14 days after (1) contact with a suspect or confirmed COVID patient or (2) travel through high-risk COVID area.
"
"I have be feeling sick for a couple of days now and tried self medication simply make not seem to help. I suffer from Polycystic Kidney disease, low blood insistence, Anemic, Endometriosis, Chronic fistula.","Screen sputum. You may have a bacterial illness such as bronchitis, pneumonia or a sinus infection.  Your PCP may collect sputum, screen for Strep/influenza. COVID-19 is usually associated with a dry cough, but secondary infection may occur. Please see your PCP.
"
"I have had a runny nozzle and have been coughing and have had on and cancelled headaches. Iodin went to the doctor the maiden time, he gave me an antibiotic and i got worsened then I went backwards a and he gave me a different one only information technology look I still have these symptoms?","Brief opinion: Likely a virus.   What you describe is likely caused by a virus, antibiotics  don't do anything against viruses.  Would you like to video or text chat with me?        
"
"One be experiencing head ache (rigor: moderate) (time skeleton: gradual) (occurred: 1 - 3 hours) (english: battlefront) (worsened by: psychological stress, embody tired, menstruation, skipping meals) (unaffected by: bending forward, changes in sleep pattern, sneeze or","Brief opinion: Many possibilities.   Most people get a headache at some time, such as from colds, infections (usually viruses or sinusitis), lack of sleep, too much driving, long hours on the computer, stress at work, etc.  ..  A bad or severe headache, increasing headache, recurrent headache, weird headache, or one with other worrisome symptoms should be checked by one's primary care doctor or the ER. Can call one's Dr. first to chat.  Would you like to video or text chat with me?         
"
"This may sound silly but Ane ’ m wondering, if touch something in shop that has Coronavirus xix on information technology and it gets on clothes should we go home slipstream them soon as possible then shower and new clothes on so it dont get on our stuff at home?","Brief opinion: Washing clothes.   Although so far it has not been shown to live on surfaces like clothes for as long as it lives on surfaces like plastic and metal, it is definitely good hygienic practice to wash your clothes in the hottest water the garment allows.  Would you like to video or text chat with me?        
"
Re Covid 19 I understand the incubation period of Covid nineteen is up to 14 days. Just how long is the contagious period? I have read one is contagious 2 day before showing symptoms. Be that honest? Are you stock still contagious until symptom free?,"Covid. For most people the infection can last up to two weeks. In people who get particularly ill the infection last 4 to 6 weeks. .
"
"Hawai'i I be a health worker and a continuing asthmatic, is it easier for me to contract Corona? Testament I survive information technology with my comorbidity? Should I ask for exceptional leave during this time? I already finger my venous sinus blocked, very minor sore throat, seldom dry cough","Brief opinion: Check with PCP.   Data emerging from preliminary studies in France suggest a decades old medicine, chloroquine may be useful as a preventative drug.   It has been used to prevent malaria for decades & manufactures in the US have announced they are increasing production to meet an expected demand. Your status & what they are doing in your country should be answered by your doc.  Would you like to video or text chat with me?         
"
"Possible COVID - nineteen - mild symptoms - Next steps? Symptoms: - Initially: tight chest, stuffy nose - 10% difficulty breathing - Gently feverish (raging and ironic mouth, bit weak) for a few hours yesterday - Mostly ticket this morning (5% breathing difficultness )","May confirm with 
"
"Throat a bit sore and require to get a just imune booster, especially in light of the virus. Please advise. Have not been in striking with Nyone with the computer virus.","During this pandemic. Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza or other virus, or from some other cause such as allergies or irritants. Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 infections tend to have cough, whereas strep throat usually lacks cough but has more throat pain. (3/21/20)
"
"I have experience a sore throat (glands lucubrate in throat) for over a week and I have constant headache. Do I need COVID - xix mental testing. If yes, how do a get individual to come to my house to test.","Brief opinion: Testing.   People are still getting other illnesses than COVID.    Given no cough or shortness of breath, other than watchful waiting COVID should pass in a week or two. Strep, influenza still possible. This testing can be done through your own provider. You can also get your own strep test at pharmacy or many can swab you there.   Would you like to video or text chat with me?         
"
Fare I scarce go to a Dr to find out if it ' s a sinus transmission or do I go get tested for COVID firstly? To not risk anyone in practice?,"Brief opinion: Phone triage.   Call your GP's office for instructions and identify local resources.   Your symptoms are suggesting sinusitis (other causes still possible) that is frequently viral and self limited. Local regulations should also be followed in such circumstances. Self quarantine will work for all in trying to prevent the spread. Hydration and rest will also work regardless of what the cause for your symptoms is.  Would you like to video or text chat with me?         
"
"Ace have a juiceless coughing and sore throat - information technology ' s been a week now and the cough seems to be getting worse - no runny nose or fever, sometimes a headache, no abruptness of breath. .. should I get tested for covid19?","Brief opinion: COVID   Good guidelines can be found at cdc.  gov/coronavirus/2019.  You would be considered low risk. Symptoms last up to two weeks. High probability many will get the disease and testing leads to no change in action at this time.  No obvious therapy (however some encouraging possibilites) and for most people the virus runs its course without incidence. Stay put and talk to your provider.   Would you like to video or text chat with me?         
"
"If you ' ve been infected by severe acute respiratory syndrome - CoV - ii, produce Covid - 19 symptom and recover, sack you: 1) develop immunity to Covid - 19 2) infect others after 14 days post - symptom onset & recovery 3) get re - infected later on by SARS - CoV - two despite developing immunity?","Yes, Maybe, Maybe. We presume one is immune to a respiratory virus for a while after getting the infection (that's the way it is with other viruses). A few people have trouble with their antibodies and don't have much immunity. Shedding of viruses sometimes is longer than 14 days. In life, there will always be some people who get reinfected, for whatever reason. Usually one is immune after the infection. (3/21/20)
"
"If 1 get coronavirus, be there ways to avoid getting former unwellness as well, like pneumonia?","Brief opinion: Coronavirus,   COVID-19 has high affinity to the lung, causing viral pneumonia.   Fortunately, most people get only mild respiratory symptoms. Those who have high risks (age over 65, chronic diseases) tend to get pneumonia and complications. The most important way to prevent the complications is not to get infection, practice common sense of prevention. If you catch the infection, start early treatment.  Would you like to video or text chat with me?         
"
I was on a plane on Master of architecture eighth cause been home ever so since self quarantine myself I have had headaches and runny throat I make 2 days will of my self quarantine should I be having worse symptom by now?,"Brief opinion: COVID   These are HealthTap guidelines:https://www.  healthtap.com/blog/covid-19-care-guidelines/virtual-care-guidelines-for-covid-19?utm_campaign=COVID%20OUTREACH&utm_medium=email&_hsmi=84951814&_hsenc=p2ANqtz-_jlHAfqZrXrCncGR4mJ57eQcomM2TItlnybAQii_sH-f4IyZjpz7-eIVc1oKN2_qDpZnO3&utm_content=84951814&utm_source=hs_emailI agree your symptoms should be improving.  Contact provider.   Would you like to video or text chat with me?         
"
"My son have a febrility, One personify concerned due to the coronavirus?","Brief opinion: Covid-19 unlikely.   The usual infections in your area of Kwa Zulu Natal are more likely to be the cause of his fever. If he is exposed to someone who is sick with Covid-19, then you need to be concerned.   Meanwhile, treat him as you would have treated him 2 months ago.  If he has shortness of breath or any form of difficulty breathing, get him to a doctor ASAP  Would you like to video or text chat with me?         
"
